Variabel,Enkät,Beskrivning,Dubbelkodning,Itemnr,Enkättext,Kodlista
y2transf_4,SLOSH 12 non-working,,1.0,12_c,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,55
y2transf_5,SLOSH 14 working,,,19_c,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,119
y2transf_6,SLOSH 16 working,,,18_c,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,55
y2transf_7,SLOSH 18 working,,,16_c,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,119
y2newowr_1,SLOSH 06 working,,,A62_j,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,116
y2newowr_2,SLOSH 08 working,,1.0,62_ad,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,117
y2newowr_2,SLOSH 08 non-working,,1.0,62_ad,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,117
y2newowr_3,SLOSH 10 working,,,9_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,117
y2newowr_4,SLOSH 12 working,,1.0,10_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,117
y2newowr_4,SLOSH 12 non-working,,1.0,10_d,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,117
y2newowr_5,SLOSH 14 working,,,16_f,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din(a) arbetsplats(er) bytt ägare/huvudman?,118
y2newowr_6,SLOSH 16 working,,,15_f,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din(a) arbetsplats(er) bytt ägare/huvudman?,118
y2newowr_7,SLOSH 18 working,,,13_f,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett omorganisation(er) på din(a) arbetsplats(er)?,118
y2fusion_1,SLOSH 06 working,,,A62_k,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsgrupp (eller delar av den) slagits samman med en annan arbetsgrupp eller andra arbetsenheter?,116
titlepre_1,SLOSH 06 working,,,A63,"Vad har du för närvarande för arbetstitel? (Ange t.ex. ""skomakare"", ""lagerförman"", ""sjuksköterska"" eller ""domprost"".)",45
titleedu_1,SLOSH 06 working,,,A64,"Vad har du för yrke i grunden (om det skiljer sig från din arbetstitel)? (Ange t.ex. ""snickare"", ""bibliotekarie"", ""läkare"" eller ""fil.dr. i arkeologi"".)",45
gencondi_1,SLOSH 06 working,,,B_1,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_2,SLOSH 08 working,,,37,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_2,SLOSH 08 non-working,,,37,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_3,SLOSH 10 working,,,27,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_3,SLOSH 10 non-working,,,27,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_4,SLOSH 12 working,,,41,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_4,SLOSH 12 non-working,,,41,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_5,SLOSH 14 working,,,35,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_5,SLOSH 14 non-working,,,35,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_6,SLOSH 16 working,,1.0,63,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_6,SLOSH 16 non-working,,1.0,63,Hur bedömer du ditt allmänna hälsotillstånd?,120
gencondi_7,SLOSH 18 working,,,35,Hur bedömer du ditt allmänna hälsotillstånd?,121
gencondi_7,SLOSH 18 non-working,,,35,Hur bedömer du ditt allmänna hälsotillstånd?,121
handicap_1,SLOSH 06 working,,,B_7,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",1
handicap_1,SLOSH 06 non-working,,,B_7,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",1
handicap_2,SLOSH 08 working,,,38,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",1
handicap_2,SLOSH 08 non-working,,,38,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",1
handicap_3,SLOSH 10 working,,,41_j,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,122
handicap_3,SLOSH 10 non-working,,,41_j,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,122
handicap_4,SLOSH 12 working,,1.0,76_j,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,122
handicap_4,SLOSH 12 non-working,,1.0,76_j,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,122
handicap_5,SLOSH 14 working,,1.0,72_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,124
handicap_5,SLOSH 14 non-working,,1.0,72_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,124
handicap_6,SLOSH 16 working,,1.0,81_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,122
handicap_6,SLOSH 16 non-working,,1.0,81_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,122
handicap_7,SLOSH 18 working,,,47_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,124
handicap_7,SLOSH 18 non-working,,,47_g,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,124
ryggenup_1,SLOSH 06 working,,1.0,B3_a,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...övre delen av ryggen eller nacken?,15
ryggenup_1,SLOSH 06 non-working,,1.0,B3_a,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...övre delen av ryggen eller nacken?,15
ryggenup_2,SLOSH 08 working,,1.0,66_a,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...övre delen av ryggen eller nacken?,15
ryggenup_2,SLOSH 08 non-working,,1.0,66_a,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...övre delen av ryggen eller nacken?,15
ryggenne_1,SLOSH 06 working,,1.0,B3_b,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...nedre delen av ryggen?,15
ryggenne_1,SLOSH 06 non-working,,1.0,B3_b,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...nedre delen av ryggen?,15
ryggenne_2,SLOSH 08 working,,1.0,66_b,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...nedre delen av ryggen?,15
ryggenne_2,SLOSH 08 non-working,,1.0,66_b,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...nedre delen av ryggen?,15
axlararm_1,SLOSH 06 working,,1.0,B3_c,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...axlar eller armar?,15
axlararm_1,SLOSH 06 non-working,,1.0,B3_c,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...axlar eller armar?,15
axlararm_2,SLOSH 08 working,,1.0,66_c,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...axlar eller armar?,15
axlararm_2,SLOSH 08 non-working,,1.0,66_c,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...axlar eller armar?,15
magoroli_1,SLOSH 06 working,,,B2_a,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",15
magoroli_1,SLOSH 06 non-working,,,B2_a,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",15
magoroli_2,SLOSH 08 working,,,40_a,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",15
magoroli_2,SLOSH 08 non-working,,,40_a,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",15
trotthog_1,SLOSH 06 working,,,B2_b,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
trotthog_1,SLOSH 06 non-working,,,B2_b,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
trotthog_2,SLOSH 08 working,,,40_b,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
trotthog_2,SLOSH 08 non-working,,,40_b,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
huvudont_1,SLOSH 06 working,,,B2_c,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
huvudont_1,SLOSH 06 non-working,,,B2_c,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
huvudont_2,SLOSH 08 working,,,40_c,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
huvudont_2,SLOSH 08 non-working,,,40_c,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
huvudont_3,SLOSH 10 working,,,42_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,122
huvudont_3,SLOSH 10 non-working,,,42_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,122
huvudont_4,SLOSH 12 working,,1.0,77_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,123
huvudont_4,SLOSH 12 non-working,,1.0,77_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,123
huvudont_5,SLOSH 14 working,,1.0,73_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,122
huvudont_5,SLOSH 14 non-working,,1.0,73_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,122
huvudont_6,SLOSH 16 working,,,47_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,124
huvudont_6,SLOSH 16 non-working,,,47_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,124
huvudont_7,SLOSH 18 working,,,46_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,124
huvudont_7,SLOSH 18 non-working,,,46_a,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,124
sovsvari_1,SLOSH 06 working,,,B2_d,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
sovsvari_1,SLOSH 06 non-working,,,B2_d,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
sovsvari_2,SLOSH 08 working,,,40_d,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
sovsvari_2,SLOSH 08 non-working,,,40_d,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,15
uttrotta_1,SLOSH 06 working,,1.0,B5_a,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",15
uttrotta_2,SLOSH 08 working,,1.0,68_a,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",15
kopplaav_1,SLOSH 06 working,,1.0,B5_b,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,15
kopplaav_2,SLOSH 08 working,,1.0,68_b,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,15
m3concen_1,SLOSH 06 working,,,B3_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_1,SLOSH 06 non-working,,,B3_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_2,SLOSH 08 working,,,41_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_2,SLOSH 08 non-working,,,41_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_3,SLOSH 10 working,,,50_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_3,SLOSH 10 non-working,,,50_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_4,SLOSH 12 working,,,76_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_4,SLOSH 12 non-working,,,76_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,113
m3concen_5,SLOSH 14 working,,1.0,67_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3concen_5,SLOSH 14 non-working,,1.0,67_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3concen_6,SLOSH 16 working,,,61_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3concen_6,SLOSH 16 non-working,,,61_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3concen_7,SLOSH 18 working,,,63_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3concen_7,SLOSH 18 non-working,,,63_a,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,125
m3decisi_1,SLOSH 06 working,,,B3_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_1,SLOSH 06 non-working,,,B3_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_2,SLOSH 08 working,,,41_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_2,SLOSH 08 non-working,,,41_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_3,SLOSH 10 working,,,50_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_3,SLOSH 10 non-working,,,50_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_4,SLOSH 12 working,,,76_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_4,SLOSH 12 non-working,,,76_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,113
m3decisi_5,SLOSH 14 working,,1.0,67_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3decisi_5,SLOSH 14 non-working,,1.0,67_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3decisi_6,SLOSH 16 working,,1.0,75_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3decisi_6,SLOSH 16 non-working,,1.0,75_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3decisi_7,SLOSH 18 working,,,63_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3decisi_7,SLOSH 18 non-working,,,63_b,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,125
m3memory_1,SLOSH 06 working,,,B3_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_1,SLOSH 06 non-working,,,B3_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_2,SLOSH 08 working,,,41_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_2,SLOSH 08 non-working,,,41_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_3,SLOSH 10 working,,,50_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_3,SLOSH 10 non-working,,,50_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_4,SLOSH 12 working,,,76_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_4,SLOSH 12 non-working,,,76_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_5,SLOSH 14 working,,1.0,67_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,125
m3memory_5,SLOSH 14 non-working,,1.0,67_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,125
m3memory_6,SLOSH 16 working,,,61_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_6,SLOSH 16 non-working,,,61_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,113
m3memory_7,SLOSH 18 working,,,63_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,125
m3memory_7,SLOSH 18 non-working,,,63_c,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,125
m3think_1,SLOSH 06 working,,,B3_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_1,SLOSH 06 non-working,,,B3_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_2,SLOSH 08 working,,,41_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_2,SLOSH 08 non-working,,,41_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_3,SLOSH 10 working,,,50_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_3,SLOSH 10 non-working,,,50_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_4,SLOSH 12 working,,,76_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_4,SLOSH 12 non-working,,,76_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_5,SLOSH 14 working,,1.0,67_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,125
m3think_5,SLOSH 14 non-working,,1.0,67_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,125
m3think_6,SLOSH 16 working,,,61_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_6,SLOSH 16 non-working,,,61_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,113
m3think_7,SLOSH 18 working,,,63_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,125
m3think_7,SLOSH 18 non-working,,,63_d,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,125
emptines_1,SLOSH 06 working,,,B7_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete,126
emptines_2,SLOSH 08 working,,,70_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
emptines_2,SLOSH 08 non-working,,,70_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
emptines_3,SLOSH 10 working,,,83_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
emptines_3,SLOSH 10 non-working,,,83_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
emptines_4,SLOSH 12 working,,,90_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
emptines_4,SLOSH 12 non-working,,,90_a,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,126
tiredend_1,SLOSH 06 working,,,B7_b,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_2,SLOSH 08 working,,,70_b,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_2,SLOSH 08 non-working,,,70_b,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_3,SLOSH 10 working,,,83_b,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_3,SLOSH 10 non-working,,,83_b,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_4,SLOSH 12 working,,,90_b,Nedan följer ett antal påståenden om känslor som kan uppstå. Läs igenom varje påstående och tänk efter hur ofta du känt på dessa sätt. @ Ange hur ofta du känt på dessa sätt. @ Jag känner mig helt slut när arbetsdagen är över.,126
tiredend_4,SLOSH 12 non-working,,,90_b,Nedan följer ett antal påståenden om känslor som kan uppstå. Läs igenom varje påstående och tänk efter hur ofta du känt på dessa sätt. @ Ange hur ofta du känt på dessa sätt. @ Jag känner mig helt slut när arbetsdagen är över.,126
tirednew_1,SLOSH 06 working,,,B7_c,Nedan följer ett antal påståenden om känslor som kan uppstå. Ange hur ofta du känt på dessa sätt. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag,126
tirednew_2,SLOSH 08 working,,,70_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
tirednew_2,SLOSH 08 non-working,,,70_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
tirednew_3,SLOSH 10 working,,,83_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
tirednew_3,SLOSH 10 non-working,,,83_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
tirednew_4,SLOSH 12 working,,,90_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
tirednew_4,SLOSH 12 non-working,,,90_c,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig trött när jag går upp på morgonen för att möta en ny arbetsdag.,126
wholeday_1,SLOSH 06 working,,,B7_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_2,SLOSH 08 working,,,70_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_2,SLOSH 08 non-working,,,70_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_3,SLOSH 10 working,,,83_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_3,SLOSH 10 non-working,,,83_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_4,SLOSH 12 working,,,90_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
wholeday_4,SLOSH 12 non-working,,,90_d,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Att arbeta under en hel dag är verkligen påfrestande för mig.,126
