,Variabel,Enkät,Dubbelkodning,Beskrivning,Enkättext,Kodlista,Itemnr
1029,y2newcol_7,SLOSH 18 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nyanställningar på arbetsplatsen(/arbetsplatserna)?,grad6_1,16_a
1030,y2reduct_1,SLOSH 06 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,gång3,A62_h
1031,y2reduct_2,SLOSH 08 working,1.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,grad6,62_bb
1032,y2reduct_2,SLOSH 08 non-working,0.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett nedskärningar av personal?,grad6,62_bb
1033,y2reduct_3,SLOSH 10 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har det skett nedskärningar av personal?,grad6,11_b
1034,y2reduct_4,SLOSH 12 working,1.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nedskärningar av personal?,grad6,12_b
1035,y2reduct_4,SLOSH 12 non-working,0.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nedskärningar av personal?,grad6,12_b
1036,y2reduct_5,SLOSH 14 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nedskärningar av personal?,grad6_1,19_b
1037,y2reduct_6,SLOSH 16 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nedskärningar av personal?,grad6_1,18_b
1038,y2reduct_7,SLOSH 18 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det skett nedskärningar av personal?,grad6_1,16_b
1039,y2transf_1,SLOSH 06 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det gjorts omplaceringar?,gång3,A62_i
1040,y2transf_2,SLOSH 08 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det gjorts omplaceringar?,grad6,62_bc
1041,y2transf_2,SLOSH 08 non-working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det gjorts omplaceringar?,grad6,62_bc
1042,y2transf_3,SLOSH 10 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de senaste två åren: @ Har det gjorts omplaceringar?,grad6,11_c
1043,y2transf_4,SLOSH 12 working,1.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,grad6,12_c
1044,y2transf_4,SLOSH 12 non-working,0.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,grad6,12_c
1045,y2transf_5,SLOSH 14 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,grad6_1,19_c
1046,y2transf_6,SLOSH 16 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,grad6,18_c
1047,y2transf_7,SLOSH 18 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser och dina arbetsuppgifter under de senaste två åren: @ I vilken grad har det gjorts omplaceringar?,grad6_1,16_c
1048,y2newowr_1,SLOSH 06 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång3,A62_j
1049,y2newowr_2,SLOSH 08 working,1.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång1,62_ad
1050,y2newowr_2,SLOSH 08 non-working,0.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång1,62_ad
1051,y2newowr_3,SLOSH 10 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång1,9_d
1052,y2newowr_4,SLOSH 12 working,1.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång2,10_d
1053,y2newowr_4,SLOSH 12 non-working,0.0,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsplats bytt ägare/huvudman?,gång2,10_d
1054,y2newowr_5,SLOSH 14 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din(a) arbetsplats(er) bytt ägare/huvudman?,gång2_1,16_f
1055,y2newowr_6,SLOSH 16 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din(a) arbetsplats(er) bytt ägare/huvudman?,gång2_1,15_f
1056,y2newowr_7,SLOSH 18 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har det skett omorganisation(er) på din(a) arbetsplats(er)?,gång2_1,13_f
1057,y2fusion_1,SLOSH 06 working,,,Följande frågor gäller din arbetsplats/dina arbetsplatser under de två senaste åren: @ Har din arbetsgrupp (eller delar av den) slagits samman med en annan arbetsgrupp eller andra arbetsenheter?,gång3,A62_k
1058,titlepre_1,SLOSH 06 working,,,"Vad har du för närvarande för arbetstitel? (Ange t.ex. ""skomakare"", ""lagerförman"", ""sjuksköterska"" eller ""domprost"".)",fritext,A63
1059,titleedu_1,SLOSH 06 working,,,"Vad har du för yrke i grunden (om det skiljer sig från din arbetstitel)? (Ange t.ex. ""snickare"", ""bibliotekarie"", ""läkare"" eller ""fil.dr. i arkeologi"".)",fritext,A64
1060,gencondi_1,SLOSH 06 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,B_1
1061,gencondi_2,SLOSH 08 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,37
1062,gencondi_2,SLOSH 08 non-working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,37
1063,gencondi_3,SLOSH 10 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,27
1064,gencondi_3,SLOSH 10 non-working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,27
1065,gencondi_4,SLOSH 12 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,41
1066,gencondi_4,SLOSH 12 non-working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,41
1067,gencondi_5,SLOSH 14 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,35
1068,gencondi_5,SLOSH 14 non-working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,35
1069,gencondi_6,SLOSH 16 working,1.0,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,63
1070,gencondi_6,SLOSH 16 non-working,0.0,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3,63
1071,gencondi_7,SLOSH 18 non-working,0.0,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3_1,35
1072,gencondi_7,SLOSH 18 working,,,Hur bedömer du ditt allmänna hälsotillstånd?,bra3_1,35
1073,handicap_1,SLOSH 06 working,,,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",janej1,B_7
1074,handicap_1,SLOSH 06 non-working,,,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",janej1,B_7
1075,handicap_2,SLOSH 08 working,,,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",janej1,38
1076,handicap_2,SLOSH 08 non-working,,,"Har du någon långvarig sjukdom, några besvär efter olycksfall, något handikapp eller annan svaghet?",janej1,38
1077,handicap_3,SLOSH 10 working,,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,janej5,41_j
1078,handicap_3,SLOSH 10 non-working,,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,janej5,41_j
1079,handicap_4,SLOSH 12 working,1.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5,76_j
1080,handicap_4,SLOSH 12 non-working,0.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5,76_j
1081,handicap_5,SLOSH 14 working,1.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5_1,72_g
1082,handicap_5,SLOSH 14 non-working,0.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5_1,72_g
1083,handicap_6,SLOSH 16 working,1.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5,81_g
1084,handicap_6,SLOSH 16 non-working,0.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren och hur mycket påverkade det i så fall ditt liv? @ Fysiskt handikapp,janej5,81_g
1085,handicap_7,SLOSH 18 non-working,0.0,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,janej5_1,47_g
1086,handicap_7,SLOSH 18 working,,,Har du eller har du haft någon eller några av följande långvariga och/eller allvarliga sjukdomar eller besvär under de senaste 2 åren? @ Fysiskt handikapp,janej5_1,47_g
1087,ryggenup_1,SLOSH 06 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...övre delen av ryggen eller nacken?,varjedag1,B3_a
1088,ryggenup_1,SLOSH 06 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...övre delen av ryggen eller nacken?,varjedag1,B3_a
1089,ryggenup_2,SLOSH 08 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...övre delen av ryggen eller nacken?,varjedag1,66_a
1090,ryggenup_2,SLOSH 08 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...övre delen av ryggen eller nacken?,varjedag1,66_a
1091,ryggenne_1,SLOSH 06 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...nedre delen av ryggen?,varjedag1,B3_b
1092,ryggenne_1,SLOSH 06 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...nedre delen av ryggen?,varjedag1,B3_b
1093,ryggenne_2,SLOSH 08 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...nedre delen av ryggen?,varjedag1,66_b
1094,ryggenne_2,SLOSH 08 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...nedre delen av ryggen?,varjedag1,66_b
1095,axlararm_1,SLOSH 06 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...axlar eller armar?,varjedag1,B3_c
1096,axlararm_1,SLOSH 06 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet så här års. Har du efter arbetet ont på något av följande ställen… @ ...axlar eller armar?,varjedag1,B3_c
1097,axlararm_2,SLOSH 08 working,1.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...axlar eller armar?,varjedag1,66_c
1098,axlararm_2,SLOSH 08 non-working,0.0,,Först kommer några frågor om hur du känner dig efter arbetet. Har du ont på något av följande ställen... @ ...axlar eller armar?,varjedag1,66_c
1099,magoroli_1,SLOSH 06 working,,,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",varjedag1,B2_a
1100,magoroli_1,SLOSH 06 non-working,,,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",varjedag1,B2_a
1101,magoroli_2,SLOSH 08 working,,,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",varjedag1,40_a
1102,magoroli_2,SLOSH 08 non-working,,,"Har du under de senaste 3 månaderna… @ ...haft halsbränna, sura uppstötningar, sveda i maggropen eller orolig mage?",varjedag1,40_a
1103,trotthog_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_b
1104,trotthog_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_b
1105,trotthog_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_b
1106,trotthog_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_b
1107,huvudont_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_c
1108,huvudont_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_c
1109,huvudont_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_c
1110,huvudont_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_c
1111,huvudont_3,SLOSH 10 working,,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5,42_a
1112,huvudont_3,SLOSH 10 non-working,,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5,42_a
1113,huvudont_4,SLOSH 12 working,1.0,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej6,77_a
1114,huvudont_4,SLOSH 12 non-working,0.0,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej6,77_a
1115,huvudont_5,SLOSH 14 working,1.0,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5,73_a
1116,huvudont_5,SLOSH 14 non-working,0.0,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5,73_a
1117,huvudont_6,SLOSH 16 non-working,0.0,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5_1,47_a
1118,huvudont_6,SLOSH 16 working,,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5_1,47_a
1119,huvudont_7,SLOSH 18 working,,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5_1,46_a
1120,huvudont_7,SLOSH 18 non-working,,,Har du under de senaste 3 månaderna haft följande sjukdomar eller besvär? @ Huvudvärk,janej5_1,46_a
1121,sovsvari_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_d
1122,sovsvari_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,B2_d
1123,sovsvari_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_d
1124,sovsvari_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...varit trött och håglös?,varjedag1,40_d
1125,uttrotta_1,SLOSH 06 working,1.0,,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",varjedag1,B5_a
1126,uttrotta_1,SLOSH 06 non-working,0.0,,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",varjedag1,B5_a
1127,uttrotta_2,SLOSH 08 working,1.0,,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",varjedag1,68_a
1128,uttrotta_2,SLOSH 08 non-working,0.0,,"Lite mer om jobbet så här års @ Händer det att du, när du kommer hem ifrån arbetet är uttröttad i kroppen?",varjedag1,68_a
1129,kopplaav_1,SLOSH 06 working,1.0,,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,varjedag1,B5_b
1130,kopplaav_1,SLOSH 06 non-working,0.0,,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,varjedag1,B5_b
1131,kopplaav_2,SLOSH 08 working,1.0,,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,varjedag1,68_b
1132,kopplaav_2,SLOSH 08 non-working,0.0,,Lite mer om jobbet så här års @ Händer det att du inte kan koppla av tankarna från arbetet när du är ledig?,varjedag1,68_b
1133,m3concen_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,B3_a
1134,m3concen_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,B3_a
1135,m3concen_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,41_a
1136,m3concen_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,41_a
1137,m3concen_3,SLOSH 10 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,50_a
1138,m3concen_3,SLOSH 10 non-working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,50_a
1139,m3concen_4,SLOSH 12 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,76_a
1140,m3concen_4,SLOSH 12 non-working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3,76_a
1141,m3concen_5,SLOSH 14 working,1.0,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,67_a
1142,m3concen_5,SLOSH 14 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,67_a
1143,m3concen_6,SLOSH 16 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,61_a
1144,m3concen_6,SLOSH 16 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,61_a
1145,m3concen_7,SLOSH 18 working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,63_a
1146,m3concen_7,SLOSH 18 non-working,,,Har du under de senaste 3 månaderna… @ ...haft problem med koncentrationen?,alltid3_1,63_a
1147,m3decisi_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,B3_b
1148,m3decisi_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,B3_b
1149,m3decisi_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,41_b
1150,m3decisi_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,41_b
1151,m3decisi_3,SLOSH 10 working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,50_b
1152,m3decisi_3,SLOSH 10 non-working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,50_b
1153,m3decisi_4,SLOSH 12 working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,76_b
1154,m3decisi_4,SLOSH 12 non-working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3,76_b
1155,m3decisi_5,SLOSH 14 working,1.0,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,67_b
1156,m3decisi_5,SLOSH 14 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,67_b
1157,m3decisi_6,SLOSH 16 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,75_b
1158,m3decisi_6,SLOSH 16 working,1.0,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,75_b
1159,m3decisi_7,SLOSH 18 working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,63_b
1160,m3decisi_7,SLOSH 18 non-working,,,Har du under de senaste 3 månaderna… @ ...haft svårt att fatta beslut?,alltid3_1,63_b
1161,m3memory_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,B3_c
1162,m3memory_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,B3_c
1163,m3memory_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,41_c
1164,m3memory_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,41_c
1165,m3memory_3,SLOSH 10 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,50_c
1166,m3memory_3,SLOSH 10 non-working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,50_c
1167,m3memory_4,SLOSH 12 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,76_c
1168,m3memory_4,SLOSH 12 non-working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,76_c
1169,m3memory_5,SLOSH 14 working,1.0,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3_1,67_c
1170,m3memory_5,SLOSH 14 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3_1,67_c
1171,m3memory_6,SLOSH 16 non-working,0.0,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,61_c
1172,m3memory_6,SLOSH 16 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3,61_c
1173,m3memory_7,SLOSH 18 working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3_1,63_c
1174,m3memory_7,SLOSH 18 non-working,,,Har du under de senaste 3 månaderna… @ ...haft minnessvårigheter?,alltid3_1,63_c
1175,m3think_1,SLOSH 06 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,B3_d
1176,m3think_1,SLOSH 06 non-working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,B3_d
1177,m3think_2,SLOSH 08 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,41_d
1178,m3think_2,SLOSH 08 non-working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,41_d
1179,m3think_3,SLOSH 10 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,50_d
1180,m3think_3,SLOSH 10 non-working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,50_d
1181,m3think_4,SLOSH 12 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,76_d
1182,m3think_4,SLOSH 12 non-working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,76_d
1183,m3think_5,SLOSH 14 working,1.0,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3_1,67_d
1184,m3think_5,SLOSH 14 non-working,0.0,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3_1,67_d
1185,m3think_6,SLOSH 16 non-working,0.0,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,61_d
1186,m3think_6,SLOSH 16 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3,61_d
1187,m3think_7,SLOSH 18 working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3_1,63_d
1188,m3think_7,SLOSH 18 non-working,,,Har du under de senaste 3 månaderna… @ ....haft svårt att tänka klart?,alltid3_1,63_d
1189,emptines_1,SLOSH 06 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete,någongång1,B7_a
1190,emptines_2,SLOSH 08 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,70_a
1191,emptines_2,SLOSH 08 non-working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,70_a
1192,emptines_3,SLOSH 10 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,83_a
1193,emptines_3,SLOSH 10 non-working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,83_a
1194,emptines_4,SLOSH 12 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,90_a
1195,emptines_4,SLOSH 12 non-working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig känslomässigt tömd av mitt arbete.,någongång1,90_a
1196,tiredend_1,SLOSH 06 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,någongång1,B7_b
1197,tiredend_2,SLOSH 08 working,,,Nedan följer ett antal påståenden om känslor som kan uppstå i samband med arbete. Läs igenom varje påstående och tänk efter om du har känt så om ditt arbete. Ange hur ofta du känt på dessa sätt i samband med ditt arbete. @ Jag känner mig helt slut när arbetsdagen är över.,någongång1,70_b
